roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
1.11,2.87,-88.1,4,-0.1,-0.03,-0.03,-8,5,35,39,631,-315,0,0,0,22,-4.64,2.17,-0.46,-95,195,-27,575,182,359,68.57062347,-46.69985811,-68.09861808,28,-0.42,0.85,0.92,-123,173,-172,-479,376,52,136,7.97,118,46,1.41,-4.61,-0.69,154,414,-112,-451,784,926,B
1.83,6.87,-92.7,3,0.05,0,-0.02,-20,7,18,6,599,-315,70.6,16.7,111,33,0,-0.03,0,-282,113,-114,-339,355,509,75.64182998,80.54381561,9.463464564,21,0.21,-0.71,-0.05,145,138,19,-3,622,-7,-135,42.9,-67.2,31,-0.19,2.75,0.85,-32,-207,-224,-70,-612,16,B
125,-43.5,167,18,0.16,0.1,-0.16,53,42,-164,167,599,-304,10.9,0.26,-35.8,11,-2.01,0,0.97,33,-95,-39,700,12,226,52.40288226,-29.98747672,-95.07623236,17,0.14,0.05,-0.11,-49,83,-135,-548,285,37,0,0,0,49,1.69,-1.2,0.43,-55,477,-3,-232,807,643,B
115,17,-7.83,17,0.03,0.14,-0.16,-19,65,-157,17,606,-314,-54.3,31.5,-103,29,-1.03,-0.16,0.54,-284,-48,11,-314,271,590,91.07883842,53.65435427,34.53924882,15,-0.19,0.34,0.08,77,119,51,-150,616,-58,-51.4,-7.84,130,51,-0.19,0.88,0.08,-352,-351,-29,-171,-600,-27,B
124,-41.9,164,17,0.11,0.11,-0.18,50,42,-155,167,606,-291,-11.2,-19.9,-54,7,-1.4,-0.06,0.54,-38,-49,25,535,103,407,53.11778734,-28.8566449,-95.08226779,18,0.21,0,-0.31,-50,89,-143,-549,278,44,0,0,0,40,1.14,0.67,0.44,47,382,-58,57,650,443,C
156,-32.1,128,23,0.02,0.14,0.23,47,39,-219,165,515,-471,-26.4,-14.6,-48.9,20,-3.69,0.39,0.72,-165,-24,109,514,119,440,80.84707134,-18.77414271,-72.73689459,17,0.43,-0.51,-0.26,-32,124,-114,-499,345,102,0,0,0,35,1.06,-3.18,-0.38,-163,297,-16,-686,166,601,E
1.29,5.99,-93.1,3,0.05,0,-0.02,-11,3,27,-3,610,-304,158,-24.9,-93.5,45,1.27,-0.72,-0.1,-11,-94,-432,122,-332,-500,106.4242153,-40.87518536,28.19456707,5,-0.35,1.77,0.34,-20,44,14,-552,298,-60,173,53.3,-154,25,-0.53,3.48,1.41,-159,47,-181,-578,-100,436,B
126,10.1,36.1,17,0.21,0.06,-0.15,-18,60,-154,36,618,-273,-38.7,-7.56,-53.7,11,1.56,-0.69,0.16,-68,-47,76,369,159,535,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,90.2,66.3,46.4,32,-0.45,1.25,-0.26,-309,63,27,-624,609,582,E
-4.47,6.2,-93.2,3,0.13,0,-0.72,-16,-12,21,-15,603,-286,65.4,-51.9,37.9,10,2.22,-1.32,0.82,34,83,-50,679,-48,323,79.32465228,74.13796491,19.11986991,30,0,-0.69,-0.3,199,210,56,125,608,53,133,8.24,98.1,37,0.05,-0.08,-0.03,94,279,-215,-280,735,533,E
137,21.7,19.7,23,-0.59,-0.06,-0.98,-30,55,-217,-2,556,-422,103,-23.1,60.7,23,-4.48,1.16,0.46,124,51,177,433,257,463,-96.67859724,-22.87524891,54.76874393,12,-0.87,0.55,-0.16,-27,-98,62,210,-712,-105,-179,28.3,-115,24,1.08,-3.63,-1.53,-18,-51,-229,-181,-623,-109,E
117,-51.7,-175,17,0.24,0.13,-0.05,52,43,-154,221,589,-315,23.3,8.91,-4.92,8,2.49,-1.56,1.2,-58,-10,49,403,257,472,117.3869969,12.64943947,-37.40852858,23,-0.02,0.4,-0.03,29,212,-84,-218,538,139,0,0,0,58,1.69,-1.78,0.1,-26,565,-11,-301,825,707,B
122,25.7,-4.71,19,-0.39,-0.05,-0.39,-41,67,-171,6,583,-374,-4.61,-80.8,-2.6,47,0.32,-0.56,0.08,414,-101,-184,682,-65,-263,-32.48058592,21.0635879,117.9358597,9,0.5,-0.35,-0.11,19,-29,84,455,-581,-96,-156,47.9,-136,28,0.11,-2.6,-0.82,-158,-34,-220,-458,-342,151,D
124,-41.8,165,17,0.13,0.11,-0.18,49,43,-156,167,610,-293,-30.9,-42.2,-20.7,15,0.18,-0.5,0.84,107,-85,-59,733,7,135,54.08205839,-25.1578886,-96.20208236,18,0.29,-0.1,-0.33,-44,91,-145,-537,296,36,0,0,0,48,0.95,-1.06,0.36,-185,432,-27,-568,708,608,D
120,13.7,1.54,18,0.11,0.11,-0.16,-19,59,-162,26,591,-328,-66,-28.7,6.59,23,2.94,-1.33,0.72,129,-112,-148,727,-33,-94,-104.9433621,-48.44107453,17.75716071,6,0.11,0.31,-0.13,-29,-54,11,-453,421,-13,27.5,2.8,-70.4,13,-0.63,1.33,0.13,-71,105,9,-122,733,586,C
126,-43.8,164,18,0.1,0.11,-0.16,50,43,-161,155,608,-315,-51.5,-84,45.3,36,-1.19,0.06,0.64,112,-157,-296,507,-164,-458,94.92677201,-26.8313042,-54.50115647,17,-0.55,1.4,0.28,-45,138,-88,-460,382,114,0,0,0,43,0.72,1.06,0.69,-7,425,-17,-145,780,693,B
0.15,5.75,-88.3,5,0.06,0.02,0,-15,3,45,50,638,-301,0,0,0,38,0,-0.06,0.08,-279,158,-191,-428,454,348,48.0250334,-49.92194325,-84.28872812,30,0.35,0.16,-0.39,-143,138,-223,-563,291,-13,49.6,-59.4,164,33,0.02,-0.02,0.02,225,100,-205,128,533,704,A
122,-46.5,170,17,0.05,0.19,-0.08,52,42,-155,193,609,-296,-11.5,-6.05,-47.1,11,0.58,-0.56,0.67,-81,-57,46,310,152,560,57.27171924,-29.27956916,-90.96923016,17,0.16,0.06,-0.2,-49,92,-134,-538,290,57,0,0,0,57,0.93,0.32,0.15,-151,536,-21,-440,764,546,D
119,14,3.33,18,0.11,0.11,-0.16,-19,63,-160,25,607,-330,-45.9,35.8,-99.7,31,-0.61,-0.16,0.39,-296,-55,-1,-354,285,582,-112.7288354,-42.68334824,11.31477624,8,0.11,0.27,-0.13,-33,-72,9,-467,406,-14,3.04,45.1,-84.2,31,-0.16,1.73,0.66,-270,126,31,-561,677,631,C
-3.97,8.9,-92.7,3,0.19,-0.03,-0.52,-18,-7,17,21,611,-319,87.8,-57.9,-9.26,24,-2.17,0.87,-0.36,99,3,-210,763,-235,-69,78.43735856,70.66643987,28.57105341,29,0.34,-1.01,-0.08,182,198,79,101,598,102,166,51.9,-175,30,-0.13,4.48,1.08,-164,159,-179,-657,80,535,E
-1.74,5.77,-91.3,2,0.03,-0.05,-0.64,-10,-7,14,24,589,-342,156,-19.1,-97.3,47,1.86,-0.66,0,-23,-92,-454,63,-294,-507,100.3182333,36.39967198,41.46346893,11,-0.06,1.12,-0.2,38,90,43,-316,510,90,143,9.4,104,45,0.11,-1.22,-0.3,-54,399,-186,-372,755,578,E
1.16,3.67,-84.9,2,0,0.26,1,-5,-14,-4,62,535,-470,93.7,7.09,134,31,1.27,0.16,-0.52,-238,153,-103,-559,290,390,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-178,5.16,128,37,0.03,-0.88,0.03,-85,277,215,-920,1250,-613,D
0.54,5.1,-88,4,0.03,0.03,0.03,-15,10,40,50,633,-300,0,0,0,38,-0.02,-0.03,-0.02,-280,153,-189,-416,461,358,56.12535079,-50.50619491,-76.79847984,30,0.35,0.08,-0.38,-140,154,-201,-522,325,65,52.9,-51.8,165,32,-0.02,-0.03,0.03,227,104,-197,118,561,662,A
1.54,3.69,-88.6,2,0.05,0.02,0.07,-8,3,21,41,566,-438,129,-28.6,-54.1,34,3.26,-1.41,-0.02,108,45,-308,488,-229,-419,-134.3044089,4.429522789,-22.32536811,5,0.9,-0.39,-0.79,2,-44,-10,-486,179,275,-179,24.5,36.8,35,0.37,-3.18,-0.89,89,303,132,-13,553,-399,B
1.08,3.7,-87.6,4,0.03,0.02,0,-9,2,41,44,629,-301,0,0,0,25,3.36,-1.46,1.07,76,57,-231,740,-55,-96,47.41424718,-53.62662364,-81.59063362,28,0.39,0.16,-0.48,-141,126,-201,-525,252,150,177,37.9,-158,31,0.27,-3.73,-0.44,-176,-111,-218,-527,-192,309,D
1.18,6.01,-93.1,3,0.05,0,0,-16,5,23,-3,603,-310,111,-44,3.81,20,3.15,-1.8,0.38,88,60,-160,768,-126,66,107.2090244,49.30981161,6.856593764,16,-0.22,0.9,-0.26,76,141,11,-203,588,-7,133,22.9,113,35,-0.14,2.47,0.52,-21,310,-148,-533,707,751,B
121,-43.9,174,17,0.14,0.11,-0.15,48,46,-157,165,606,-307,12.2,-3.33,-28.5,11,2.34,-0.93,0.82,74,-65,-47,719,29,185,65.03340903,-26.8085072,-84.88313827,16,0.13,0.06,-0.28,-42,96,-119,-538,296,55,0,0,0,48,0.85,1.46,0.56,-79,465,-45,-264,798,563,A
-2.25,3.18,-85.7,2,0.13,0.22,0.95,-17,-6,5,53,564,-444,95.4,8.1,127,34,1.85,0,-0.69,-281,168,-84,-542,296,425,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-177,6.69,125,39,0.42,-1.27,-0.11,-131,294,211,-923,1270,-630,D
118,17.1,-2.72,18,0.16,0.1,-0.13,-19,63,-164,26,598,-326,-87.7,-11.1,-1.15,24,0.88,-0.66,0.8,144,-115,-144,722,-52,-31,-46.67936753,-18.63817578,106.2507393,4,-0.08,0.19,0,-7,-17,33,-504,357,-180,-17.3,20.1,-143,34,0.67,-2.09,0.03,-323,70,31,-680,473,605,A
133,9.79,52.6,19,0.16,0.13,-0.05,-28,58,-172,26,594,-334,-45.4,-23.2,-21.8,10,-1.72,0.26,0.48,53,-78,-14,683,53,220,-97.75105687,-56.8515796,-15.13237962,9,0.13,0.32,-0.3,-50,-77,-14,-471,402,-25,-68.3,-3.56,-167,53,-0.21,1.03,0.18,-392,-342,-47,-332,-491,-39,E
-8.23,4.3,-93.7,6,0.22,0,0.05,1,-2,55,-20,629,-218,54,-12.4,63.1,19,-1.67,0.66,-0.07,-94,148,47,294,181,547,102.1787638,2.369783602,54.83778233,9,0.72,-1.54,0.33,2,72,44,-416,457,-5,134,12.7,109,38,0.18,-0.66,-0.1,38,302,-209,-347,718,520,E
1.07,4.53,-88.1,4,-0.03,0,0,-8,3,38,40,626,-323,0,0,0,37,0.02,-0.02,-0.1,-274,153,-178,-420,411,415,62.79184226,-43.35186685,-76.38245248,32,0.82,0.32,-0.67,-133,186,-219,-422,462,-29,39.5,66.8,83.9,27,0.56,-2.71,-0.38,-122,156,-177,-681,358,614,A
1.01,4.92,-88.3,5,0.03,0.02,0.02,-16,2,42,48,627,-314,0,0,0,14,-2.75,1.24,-0.21,11,134,-42,623,82,351,72.17605843,-43.39413185,-67.10927451,29,0.18,-0.32,0.13,-119,187,-176,-433,403,114,148,28.4,129,33,0.03,-0.06,0.02,-136,234,-177,-628,575,664,D
120,13.8,3.34,18,0.14,0.11,-0.13,-17,63,-162,28,595,-343,-42.2,-17.9,-24.7,10,1.22,-0.74,0.85,43,-89,-10,626,35,319,-106.3162221,-49.68640295,9.547922569,6,0.05,0.22,-0.1,-30,-55,6,-452,423,-11,-2.54,46,-94.5,22,0.32,-1.94,-1.02,-201,67,38,-584,671,658,C
137,-31.2,141,19,-0.13,0.14,-0.16,36,75,-170,161,603,-384,-88.5,-20.3,78.1,54,0.05,-0.42,0.8,23,-233,-470,173,-207,-562,38.18198167,-33.61461037,-104.9926944,17,0.11,-0.08,-0.25,-54,61,-142,-556,245,80,0,0,0,45,1.48,-2.75,-0.54,-96,428,-3,-682,580,715,E
123,26.1,-3.59,19,-0.5,0,-0.51,-41,70,-172,-7,585,-367,118,-5.38,90.9,19,-3.5,1.57,-0.2,6,85,169,-17,425,505,-44.74162841,-4.678870048,112.0582085,9,0.21,-0.35,0.41,-4,-37,77,551,-498,-84,-159,48.3,-97.9,29,1.16,-3.05,-0.67,26,-204,-199,-175,-583,71,B
0.44,5.35,-87.9,5,-0.05,0,0.02,-15,6,47,49,635,-303,0,0,0,37,-0.03,0.02,-0.07,-275,158,-180,-412,424,400,56.05681812,-50.8738668,-76.54794906,30,0.34,0.13,-0.38,-142,155,-202,-519,327,53,53.1,-46.2,159,33,-0.02,0,-0.11,227,114,-202,120,553,663,A
123,26.7,-2.3,20,-0.35,-0.05,-0.43,-49,71,-171,-5,579,-377,29,-16.8,-153,8,1.65,-0.96,-0.21,-14,19,78,-403,416,402,-13.00066583,19.57080499,133.4901446,9,0.43,-0.13,-0.21,18,-12,90,509,-541,-81,165,66.5,172,25,-0.87,3.1,1.05,-157,149,-123,-700,213,667,B
1.57,3.44,-88.6,3,0,0,-0.03,-8,3,29,39,569,-418,62.2,-22.9,40.8,15,2.23,-0.48,-0.28,46,139,17,555,45,410,39.55530104,25.40176581,109.2777353,6,0.58,0.24,-0.46,15,23,53,-445,199,303,-75.6,42.5,164,36,0.24,-0.08,-0.05,-193,189,228,-1270,1420,-949,E
143,-34.1,130,19,0.31,0.03,-0.62,43,29,-177,180,589,-336,-11.7,29,-90.4,29,0.48,-0.53,0.59,-277,-40,-28,-312,361,529,46.72833809,-26.67196719,-102.1713546,21,0,-0.27,0,-55,94,-178,-572,261,-26,0,0,0,58,0.92,-0.92,0.2,-214,528,-37,-558,684,528,E
122,26.4,-4.55,19,-0.43,-0.03,-0.43,-41,72,-168,0,580,-375,-46.1,2.1,-72.9,21,-2.57,0.98,-0.02,126,40,152,197,320,543,-15.60500425,41.59787606,112.3041291,7,-0.31,-0.08,-0.05,26,-10,58,529,-518,-142,166,62.1,170,30,0.53,-2.54,-0.3,-121,198,-175,-710,326,541,A
118,17.8,-3.51,18,0.05,0.11,-0.2,-24,67,-161,20,606,-329,-83.5,-20.6,-89.6,25,-2.02,0.06,0.13,-228,-50,71,2,162,669,4.328774995,-30.77547325,125.9812909,2,-0.29,0.1,0.18,-7,1,22,-502,364,-170,17,5.18,-70.1,18,-0.27,0.85,0.46,-101,140,11,-174,751,565,A
117,16.3,-5.81,18,0.08,0.1,-0.18,-19,61,-162,17,599,-323,-55.5,-30,3.99,23,2.79,-1.69,0.84,115,-110,-160,731,-38,-63,87.44569163,64.70010681,22.09930699,2,0.11,0.9,0.16,11,14,4,-249,576,-54,25.6,3.59,-75,17,0.22,-0.93,-0.25,-25,161,53,-90,724,643,B
119,16.3,-2.23,18,0.08,0.11,-0.18,-20,64,-164,27,595,-341,-43.7,-16.6,-26.9,11,1.99,-1.06,1.3,24,-98,-31,600,70,350,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-69.3,29.3,-158,49,-0.43,1.46,0.16,-442,-178,-1,-576,-128,250,D
1.39,6.07,-92.5,3,-0.02,0.02,-0.07,-17,5,24,2,614,-295,123,-50.8,-30.5,30,-2.02,0.77,0.15,136,-18,-265,721,-190,-168,131.0376931,25.48224383,5.253949848,10,0.35,-1.25,-0.33,24,92,5,-410,457,-57,-93.3,73.2,-42.8,30,0.51,1.35,0.43,-178,-119,-196,-394,-363,262,B
127,-41.5,162,18,0.1,0.13,-0.18,50,44,-160,166,605,-296,-21.1,-35.7,-30.5,13,0.08,-0.5,0.89,85,-88,-39,703,16,216,44.98945994,-29.62121876,-101.9545096,17,0.03,0.13,-0.1,-49,73,-143,-568,226,52,0,0,0,45,1.08,-1.41,0.05,-160,411,-24,-522,748,641,C
116,17.2,-5.09,17,0.06,0.11,-0.16,-25,64,-157,20,604,-312,-60.8,-30.4,10.7,27,-0.06,-0.51,0.94,167,-144,-150,718,-82,-96,90.33704373,23.19526408,61.22323484,5,-0.37,-0.13,0.3,12,41,30,-435,443,-110,18.8,34.8,-74,27,-0.32,1.14,0.28,-231,127,32,-511,729,661,B
1.44,3.44,-88.4,3,0.05,0,-0.02,-9,7,22,40,564,-432,139,-6.83,-96.9,53,2.46,-1.06,0.49,-27,-39,-513,-110,-227,-529,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-176,12,110,37,0.34,-0.16,-0.16,-109,284,204,-709,1190,-556,C
-22.8,-2.86,-86.9,10,0.13,0.06,0.05,-24,-6,92,1,662,-229,82.8,-42.2,13,26,-1.62,0.11,-0.59,159,53,-191,730,-90,50,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-168,18,67.1,34,-0.24,2.78,0.97,109,282,148,47,487,-366,D
121,-43.6,173,17,0.11,0.11,-0.15,49,45,-157,164,609,-300,-90,74,-158,27,0.37,-0.55,0.77,-262,-52,-22,-255,289,600,60.11924421,-22.51714779,-91.7132866,21,0.29,0.14,-0.21,-45,114,-160,-518,356,-22,0,0,0,43,0.74,-1.78,-0.25,-293,297,-30,-695,251,463,A
0.03,4.02,-88.5,4,0.1,0,0.02,-6,7,39,43,634,-288,0,0,0,17,2.73,-1.09,0.54,86,105,-102,723,11,176,74.79848326,-47.85887725,-60.69257243,29,0.14,0.66,-0.26,-130,192,-161,-466,377,110,148,27,128,33,-0.03,-0.02,-0.1,-124,242,-172,-627,570,662,D
123,26,-4.01,19,-0.39,-0.03,-0.48,-38,66,-171,0,580,-371,-83.6,34.8,-123,11,-1.32,0.37,-0.21,31,17,103,-264,363,539,3.674969905,33.70164417,123.1622842,8,0.32,-0.05,-0.44,27,3,77,530,-518,-109,112,23.8,94.7,39,0.5,-1.69,0,38,340,-163,-378,774,649,A
0.4,5.03,-88.9,5,0.03,0,-0.02,-14,0,47,41,631,-302,0,0,0,20,0,0.03,-0.3,-16,186,53,349,248,517,61.98140777,-50.13527147,-71.67687389,30,0.32,0.18,-0.34,-139,168,-190,-486,345,104,149,30.3,127,34,-0.05,0.03,-0.08,-125,245,-181,-611,604,663,D
1.96,3.01,-88.6,3,-0.02,0.02,-0.03,-7,6,24,40,559,-441,124,-32,-38.5,38,2.06,-0.66,0.31,160,17,-336,594,-219,-332,-102.6092973,-40.75375419,-34.02982042,5,-0.21,-0.51,0.31,-19,-41,-16,-478,189,288,-177,23.7,112,36,-0.21,-0.13,0.31,-100,266,212,-666,1170,-546,B
1.12,2.85,-88.2,3,0.05,0,0.05,-3,2,28,39,567,-431,80.1,5.49,119,31,0.61,-0.11,0.23,-233,165,-109,-384,301,519,109.6284972,18.41751194,-43.1898595,4,0.08,-0.27,-0.07,7,34,-16,-480,234,243,-172,8.68,105,39,-0.29,-1.86,0.31,-86,315,200,-699,1190,-546,C
118,17.9,-4.9,18,0.21,0.1,-0.1,-19,64,-161,25,600,-324,-66,-32.7,-116,31,0.53,-0.58,1.23,-295,-48,-52,-393,276,550,-45.01372887,-11.47488011,110.4140281,4,-0.03,0.06,-0.25,-5,-19,39,-517,328,-171,8.16,14.7,-88.4,15,-0.18,-1.81,-1.56,-77,113,44,-289,775,629,A
123,25.1,-3.27,20,-0.37,-0.02,-0.43,-42,71,-178,7,583,-372,147,15.7,13.9,31,2.99,-2.75,-0.84,301,28,-33,681,211,-89,-102.4747296,-45.78556986,27.60761604,14,-0.22,0.83,-0.23,-60,-116,37,125,-719,-203,125,3.63,88.1,43,-0.5,2.5,0.57,68,388,-141,-297,798,793,B
1.01,3.98,-89.2,3,0.06,0,-0.07,-7,2,24,42,563,-428,76.3,-3.97,72.5,24,2.54,-0.82,0.15,-135,197,-9,152,229,597,48.85190255,73.3617977,61.34570022,16,1.54,-0.96,-0.38,107,75,92,70,409,382,-176,28.3,120,36,-0.26,0.02,0.52,-122,268,198,-851,1240,-596,A
126,-43.8,164,18,0.11,0.11,-0.18,50,44,-163,166,609,-311,-28.3,-81.4,21.2,34,-1.32,0.03,0.84,112,-152,-275,548,-160,-423,100.5804429,-22.47664493,-50.84386417,17,-0.56,1.16,0.66,-38,144,-83,-486,350,104,0,0,0,44,0.72,1.33,0.67,8,430,-17,-159,796,704,B
126,-43.6,164,18,0.08,0.11,-0.18,49,45,-160,162,611,-304,3.36,-35.9,-20.3,16,-2.68,0.35,0.87,62,-112,-87,761,-74,-49,42.46758058,-39.93425511,-96.85246711,18,0.11,0.19,-0.05,-67,71,-142,-558,247,77,0,0,0,47,0.75,2.6,1.94,-82,453,13,-387,834,816,B
126,-43.8,165,17,0.11,0.11,-0.16,50,44,-158,167,611,-306,11.3,20.3,-35.8,14,-2.71,0.5,0.16,-99,-52,81,403,164,508,51.30802101,-31.59008688,-95.09417894,16,0.19,-0.08,-0.18,-50,79,-131,-537,263,116,0,0,0,50,0.63,3.16,1.28,-259,414,27,-666,623,805,B
118,16,-0.27,18,0.06,0.1,-0.2,-20,64,-160,15,604,-318,-35.2,15.1,-70.1,20,1.49,-0.92,1.02,-188,-56,25,52,227,623,-30.27459516,63.88651442,-84.10686706,1,-0.11,-0.06,0.15,8,-4,-10,-437,433,-31,-45,45.7,-133,44,0.02,0.56,0.3,-426,-12,15,-700,277,491,D
116,18.9,-6.36,18,0.08,0.1,-0.15,-27,62,-158,9,602,-321,-36.4,16.1,-80.5,23,1.45,-1,0.97,-216,-66,17,-99,224,649,120.6609531,35.44429069,8.017848314,4,-0.11,0.26,0.07,13,35,3,-428,440,-193,-21,39.5,-151,39,0.08,-1.2,-0.07,-374,-61,20,-677,304,438,B
116,16.5,-5.01,17,0.21,0.1,-0.13,-24,63,-157,14,602,-322,-42.9,12.5,-62,17,2.76,-1.33,1.33,-151,-51,50,186,196,598,88.03738733,19.16476938,65.31754983,11,0.05,0.4,-0.11,21,85,67,-360,508,-57,-44.6,14.2,167,47,0.58,-1.81,-0.16,-421,-183,21,-547,-200,274,B
124,27.5,-4.63,19,-0.53,-0.03,-0.51,-39,73,-171,-16,583,-371,-6.68,-4.18,-128,2,-0.29,-0.19,0.16,0,-4,19,-395,373,448,-12.79779429,19.26324619,133.8630024,6,-0.35,0.35,-0.26,12,-8,61,508,-528,-169,-153,53.6,-137,26,0.71,-3.1,-0.57,-175,40,-174,-606,-88,394,B
-2.37,5.38,-93.1,1,0.37,-0.08,-0.46,-4,-2,12,11,588,-338,55.3,-12.3,57.4,17,-1.54,0.61,-0.11,-74,137,46,330,206,528,62.07500487,91.32259838,18.88671542,28,-0.06,-0.27,-0.16,215,158,51,151,594,52,-150,44.8,-113,23,-0.37,3.95,1.48,-100,-21,-202,-431,-327,277,E
144,20,15.6,24,-0.18,-0.16,-0.72,-44,74,-221,2,493,-511,59.7,-5.27,150,14,-1.72,0.32,0.21,13,33,135,-397,345,467,-74.57838429,-18.9619775,78.94443134,16,0.51,1.19,-0.74,-30,-108,113,220,-705,-74,144,19.8,134,40,1.03,-3.77,-0.39,2,369,-133,-600,641,601,E
121,-43.8,173,17,0.08,0.11,-0.18,47,44,-158,169,607,-305,50.5,81,-7.04,27,0.22,-0.37,0.59,-265,-47,5,-261,313,586,56.28298734,-28.60069642,-92.28185258,17,0.21,0.08,-0.07,-46,87,-130,-562,279,20,0,0,0,47,1.25,0.13,0.52,-17,460,-33,-132,775,565,A
0.99,7.04,-92.8,3,0,0,-0.02,-17,2,26,11,602,-310,76.9,-46.2,43.3,12,2.31,-1.14,0.33,22,98,-68,646,50,321,93.02740141,-56.39426414,27.0549763,0,-0.05,-0.43,-0.13,-2,3,1,-563,281,-52,116,-26.1,113,38,0.05,-0.05,-0.02,142,248,-233,-133,705,456,B
115,20.2,-9.73,18,0.13,0.1,-0.25,-22,65,-160,9,607,-320,-113,-39.1,-65.1,19,0.35,-0.43,0.71,-155,-96,45,39,139,667,-34.92697504,-19.37031528,116.7300552,5,-0.1,0.13,0.08,-9,-16,43,-507,352,-162,10.6,18.6,-107,19,0.64,-2.5,0.11,-119,139,10,-284,749,516,A
-20.6,-3.55,-84.4,7,0.13,-0.19,-0.75,-12,3,72,1,641,-282,107,-27.7,-18,25,-3.42,0.79,-0.43,91,77,-215,672,-124,-238,60.79402465,36.0165332,83.50291748,17,1.35,-0.75,-0.41,58,94,122,-108,337,421,175,12.5,-68.8,21,-0.5,2.99,0.89,39,-119,167,184,-731,59,D
121,14.1,3.19,18,0.05,0.1,-0.16,-19,66,-167,34,601,-346,-34.9,2.25,-49.1,11,1.78,-0.9,0.95,-84,-55,49,336,152,559,-106.7271324,-49.65097826,7.690799898,7,-0.11,0.22,0.11,-31,-57,5,-462,408,-15,-42.1,42.2,-136,36,0.26,-0.98,-0.2,-353,-8,54,-695,319,524,C
127,-41.4,163,18,0.08,0.06,-0.23,56,47,-161,161,602,-294,-23.7,-75.7,13.2,30,-1.35,-0.03,0.64,130,-115,-238,630,-71,-360,49.93364432,-25.44359747,-99.92119619,17,0.22,0.02,-0.2,-41,78,-137,-557,237,75,0,0,0,50,0.29,3.5,0.95,-252,415,37,-644,670,841,B
115,20.1,-9.1,18,0.1,0.11,-0.18,-24,64,-160,3,606,-320,-113,-38.9,-66.8,21,0.26,-0.63,0.82,-167,-108,56,31,111,664,-25.49006981,-37.27904994,111.1875118,4,0.1,-0.11,-0.34,-13,-9,32,-525,333,-167,-3.91,22.9,-131,23,-0.05,-2.18,-1.1,-198,107,12,-528,679,561,A
0.66,3.62,-89.2,5,-0.02,0,-0.03,-13,-1,47,30,631,-288,0,0,0,35,-2.73,1.57,-0.41,-254,235,-35,-85,409,524,44.0899155,-59.60090038,-78.81730518,31,0.72,-0.48,-1.21,-171,130,-216,-507,367,-29,100,20.5,126,28,1.06,-3.53,-0.59,45,223,-160,-602,668,860,A
122,-43.9,172,17,0.19,0.11,-0.13,47,46,-158,167,607,-315,10.1,-24.7,-29.4,21,-0.51,-0.32,0.74,134,-89,-135,755,-51,-71,61.23963303,-18.15203083,-92.41534931,21,0.21,0.21,-0.15,-38,121,-168,-495,381,-64,0,0,0,42,1.11,-0.66,-0.03,-361,202,18,-674,136,530,A
0.65,2.78,-87.6,5,0.11,0.03,0.02,3,2,51,52,618,-318,0,0,0,37,-4.51,2.15,-0.56,-254,262,20,257,346,491,62.39977688,-54.41840573,-67.50831381,28,-0.59,0.9,1.08,-140,158,-169,-465,387,89,178,26.4,-97.3,47,0.02,0.61,0.26,-10,-366,-275,-27,-659,-87,B
121,26.2,-5.15,19,-0.43,-0.02,-0.41,-39,68,-169,1,590,-365,159,24.8,-14.9,44,1.94,-1.59,0.69,347,-119,-233,506,-82,-463,-104.313682,-39.05969071,33.57600908,14,-0.48,0.27,-0.25,-52,-118,45,192,-713,-188,118,51.5,122,27,-0.31,2.92,1.23,-63,240,-97,-705,505,886,B
128,-41,161,18,0.1,0.11,-0.18,50,43,-161,161,602,-310,11.4,30.2,-75.6,26,-0.27,-0.11,0.46,-256,7,24,-209,372,551,49.84628051,-28.85568333,-98.07978827,18,0.1,0.02,-0.1,-50,84,-146,-550,286,43,0,0,0,48,1.56,-1.08,0.3,9,469,-22,-165,783,563,C
